,State,Abbreviation,Year,variable,value
552,Hawaii,HI,2010,Annual Change (%),-4.11
553,Hawaii,HI,2011,Annual Change (%),-1.78
554,Hawaii,HI,2012,Annual Change (%),0.83
555,Hawaii,HI,2013,Annual Change (%),4.53
556,Hawaii,HI,2014,Annual Change (%),7.73
557,Hawaii,HI,2015,Annual Change (%),5.48
558,Hawaii,HI,2016,Annual Change (%),6.56
559,Hawaii,HI,2017,Annual Change (%),3.55
560,Hawaii,HI,2018,Annual Change (%),4.48
561,Hawaii,HI,2019,Annual Change (%),3.13
562,Hawaii,HI,2020,Annual Change (%),-0.17
563,Hawaii,HI,2021,Annual Change (%),8.22
564,Idaho,ID,1975,Annual Change (%),.
565,Idaho,ID,1976,Annual Change (%),7.18
566,Idaho,ID,1977,Annual Change (%),11.73
567,Idaho,ID,1978,Annual Change (%),16.27
568,Idaho,ID,1979,Annual Change (%),9.28
569,Idaho,ID,1980,Annual Change (%),5.14
570,Idaho,ID,1981,Annual Change (%),2.35
571,Idaho,ID,1982,Annual Change (%),1.34
572,Idaho,ID,1983,Annual Change (%),2.78
573,Idaho,ID,1984,Annual Change (%),2.31
574,Idaho,ID,1985,Annual Change (%),1.87
575,Idaho,ID,1986,Annual Change (%),0.94
576,Idaho,ID,1987,Annual Change (%),-0.80
577,Idaho,ID,1988,Annual Change (%),-0.48
578,Idaho,ID,1989,Annual Change (%),4.69
579,Idaho,ID,1990,Annual Change (%),7.07
580,Idaho,ID,1991,Annual Change (%),5.41
581,Idaho,ID,1992,Annual Change (%),5.52
582,Idaho,ID,1993,Annual Change (%),8.56
583,Idaho,ID,1994,Annual Change (%),6.08
584,Idaho,ID,1995,Annual Change (%),6.67
585,Idaho,ID,1996,Annual Change (%),2.51
586,Idaho,ID,1997,Annual Change (%),2.76
587,Idaho,ID,1998,Annual Change (%),2.63
588,Idaho,ID,1999,Annual Change (%),1.94
589,Idaho,ID,2000,Annual Change (%),2.20
590,Idaho,ID,2001,Annual Change (%),4.44
591,Idaho,ID,2002,Annual Change (%),2.62
592,Idaho,ID,2003,Annual Change (%),2.51
593,Idaho,ID,2004,Annual Change (%),6.49
594,Idaho,ID,2005,Annual Change (%),15.08
595,Idaho,ID,2006,Annual Change (%),16.21
596,Idaho,ID,2007,Annual Change (%),5.60
597,Idaho,ID,2008,Annual Change (%),-2.00
598,Idaho,ID,2009,Annual Change (%),-7.35
599,Idaho,ID,2010,Annual Change (%),-10.54
600,Idaho,ID,2011,Annual Change (%),-8.35
601,Idaho,ID,2012,Annual Change (%),0.18
602,Idaho,ID,2013,Annual Change (%),5.09
603,Idaho,ID,2014,Annual Change (%),6.80
604,Idaho,ID,2015,Annual Change (%),5.90
605,Idaho,ID,2016,Annual Change (%),7.09
606,Idaho,ID,2017,Annual Change (%),9.38
607,Idaho,ID,2018,Annual Change (%),11.68
608,Idaho,ID,2019,Annual Change (%),10.65
609,Idaho,ID,2020,Annual Change (%),8.38
610,Idaho,ID,2021,Annual Change (%),20.33
611,Illinois,IL,1975,Annual Change (%),.
612,Illinois,IL,1976,Annual Change (%),9.86
613,Illinois,IL,1977,Annual Change (%),16.54
614,Illinois,IL,1978,Annual Change (%),17.22
615,Illinois,IL,1979,Annual Change (%),3.25
616,Illinois,IL,1980,Annual Change (%),0.52
617,Illinois,IL,1981,Annual Change (%),3.73
618,Illinois,IL,1982,Annual Change (%),-9.57
619,Illinois,IL,1983,Annual Change (%),11.02
620,Illinois,IL,1984,Annual Change (%),5.32
621,Illinois,IL,1985,Annual Change (%),4.12
622,Illinois,IL,1986,Annual Change (%),5.96
623,Illinois,IL,1987,Annual Change (%),7.72
624,Illinois,IL,1988,Annual Change (%),10.33
625,Illinois,IL,1989,Annual Change (%),7.75
626,Illinois,IL,1990,Annual Change (%),4.67
627,Illinois,IL,1991,Annual Change (%),3.24
628,Illinois,IL,1992,Annual Change (%),2.52
629,Illinois,IL,1993,Annual Change (%),2.73
630,Illinois,IL,1994,Annual Change (%),3.59
631,Illinois,IL,1995,Annual Change (%),4.58
632,Illinois,IL,1996,Annual Change (%),2.94
633,Illinois,IL,1997,Annual Change (%),2.99
634,Illinois,IL,1998,Annual Change (%),2.18
635,Illinois,IL,1999,Annual Change (%),3.56
636,Illinois,IL,2000,Annual Change (%),6.89
637,Illinois,IL,2001,Annual Change (%),5.48
638,Illinois,IL,2002,Annual Change (%),4.90
639,Illinois,IL,2003,Annual Change (%),3.49
640,Illinois,IL,2004,Annual Change (%),7.50
641,Illinois,IL,2005,Annual Change (%),8.99
642,Illinois,IL,2006,Annual Change (%),5.61
643,Illinois,IL,2007,Annual Change (%),1.30
644,Illinois,IL,2008,Annual Change (%),-3.02
645,Illinois,IL,2009,Annual Change (%),-8.24
646,Illinois,IL,2010,Annual Change (%),-6.31
647,Illinois,IL,2011,Annual Change (%),-5.21
648,Illinois,IL,2012,Annual Change (%),-2.77
649,Illinois,IL,2013,Annual Change (%),0.21
650,Illinois,IL,2014,Annual Change (%),3.75
651,Illinois,IL,2015,Annual Change (%),2.88
652,Illinois,IL,2016,Annual Change (%),2.82
653,Illinois,IL,2017,Annual Change (%),2.60
654,Illinois,IL,2018,Annual Change (%),2.33
655,Illinois,IL,2019,Annual Change (%),2.52
656,Illinois,IL,2020,Annual Change (%),0.90
657,Illinois,IL,2021,Annual Change (%),7.67
658,Indiana,IN,1975,Annual Change (%),.
659,Indiana,IN,1976,Annual Change (%),5.10
660,Indiana,IN,1977,Annual Change (%),11.96
661,Indiana,IN,1978,Annual Change (%),16.16
662,Indiana,IN,1979,Annual Change (%),13.19
663,Indiana,IN,1980,Annual Change (%),5.25
664,Indiana,IN,1981,Annual Change (%),3.83
665,Indiana,IN,1982,Annual Change (%),-4.97
666,Indiana,IN,1983,Annual Change (%),6.34
667,Indiana,IN,1984,Annual Change (%),1.77
668,Indiana,IN,1985,Annual Change (%),3.30
669,Indiana,IN,1986,Annual Change (%),4.58
670,Indiana,IN,1987,Annual Change (%),4.17
671,Indiana,IN,1988,Annual Change (%),5.61
672,Indiana,IN,1989,Annual Change (%),4.62
673,Indiana,IN,1990,Annual Change (%),3.12
674,Indiana,IN,1991,Annual Change (%),3.53
675,Indiana,IN,1992,Annual Change (%),2.93
676,Indiana,IN,1993,Annual Change (%),3.20
677,Indiana,IN,1994,Annual Change (%),3.90
678,Indiana,IN,1995,Annual Change (%),5.41
679,Indiana,IN,1996,Annual Change (%),4.21
680,Indiana,IN,1997,Annual Change (%),4.07
681,Indiana,IN,1998,Annual Change (%),3.42
682,Indiana,IN,1999,Annual Change (%),2.94
683,Indiana,IN,2000,Annual Change (%),3.72
684,Indiana,IN,2001,Annual Change (%),4.20
685,Indiana,IN,2002,Annual Change (%),1.95
686,Indiana,IN,2003,Annual Change (%),1.34
687,Indiana,IN,2004,Annual Change (%),2.35
688,Indiana,IN,2005,Annual Change (%),3.45
689,Indiana,IN,2006,Annual Change (%),1.80
690,Indiana,IN,2007,Annual Change (%),1.11
691,Indiana,IN,2008,Annual Change (%),-0.66
692,Indiana,IN,2009,Annual Change (%),-2.19
693,Indiana,IN,2010,Annual Change (%),-2.45
694,Indiana,IN,2011,Annual Change (%),-1.84
695,Indiana,IN,2012,Annual Change (%),-0.58
696,Indiana,IN,2013,Annual Change (%),1.00
697,Indiana,IN,2014,Annual Change (%),2.39
698,Indiana,IN,2015,Annual Change (%),3.23
699,Indiana,IN,2016,Annual Change (%),3.49
700,Indiana,IN,2017,Annual Change (%),4.49
701,Indiana,IN,2018,Annual Change (%),6.51
702,Indiana,IN,2019,Annual Change (%),5.24
703,Indiana,IN,2020,Annual Change (%),3.78
704,Indiana,IN,2021,Annual Change (%),11.67
705,Iowa,IA,1975,Annual Change (%),.
706,Iowa,IA,1976,Annual Change (%),13.10
707,Iowa,IA,1977,Annual Change (%),12.00
708,Iowa,IA,1978,Annual Change (%),14.17
709,Iowa,IA,1979,Annual Change (%),9.85
710,Iowa,IA,1980,Annual Change (%),0.86
711,Iowa,IA,1981,Annual Change (%),-2.90
712,Iowa,IA,1982,Annual Change (%),-3.77
713,Iowa,IA,1983,Annual Change (%),6.76
714,Iowa,IA,1984,Annual Change (%),1.14
715,Iowa,IA,1985,Annual Change (%),1.33
716,Iowa,IA,1986,Annual Change (%),1.05
717,Iowa,IA,1987,Annual Change (%),0.74
718,Iowa,IA,1988,Annual Change (%),2.13
719,Iowa,IA,1989,Annual Change (%),5.56
720,Iowa,IA,1990,Annual Change (%),4.80
721,Iowa,IA,1991,Annual Change (%),4.17
722,Iowa,IA,1992,Annual Change (%),3.21
723,Iowa,IA,1993,Annual Change (%),4.91
724,Iowa,IA,1994,Annual Change (%),5.77
725,Iowa,IA,1995,Annual Change (%),6.57
726,Iowa,IA,1996,Annual Change (%),3.85
727,Iowa,IA,1997,Annual Change (%),3.94
728,Iowa,IA,1998,Annual Change (%),4.23
729,Iowa,IA,1999,Annual Change (%),3.88
730,Iowa,IA,2000,Annual Change (%),4.83
731,Iowa,IA,2001,Annual Change (%),4.64
732,Iowa,IA,2002,Annual Change (%),2.79
733,Iowa,IA,2003,Annual Change (%),2.30
734,Iowa,IA,2004,Annual Change (%),4.23
735,Iowa,IA,2005,Annual Change (%),4.74
736,Iowa,IA,2006,Annual Change (%),2.77
737,Iowa,IA,2007,Annual Change (%),1.79
738,Iowa,IA,2008,Annual Change (%),0.42
739,Iowa,IA,2009,Annual Change (%),-0.51
740,Iowa,IA,2010,Annual Change (%),-1.02
741,Iowa,IA,2011,Annual Change (%),-0.58
742,Iowa,IA,2012,Annual Change (%),0.46
743,Iowa,IA,2013,Annual Change (%),1.32
744,Iowa,IA,2014,Annual Change (%),2.36
745,Iowa,IA,2015,Annual Change (%),2.63
746,Iowa,IA,2016,Annual Change (%),3.42
747,Iowa,IA,2017,Annual Change (%),3.82
748,Iowa,IA,2018,Annual Change (%),3.66
749,Iowa,IA,2019,Annual Change (%),3.06
750,Iowa,IA,2020,Annual Change (%),1.61
751,Iowa,IA,2021,Annual Change (%),7.90
752,Kansas,KS,1975,Annual Change (%),.
753,Kansas,KS,1976,Annual Change (%),7.92
754,Kansas,KS,1977,Annual Change (%),12.00
755,Kansas,KS,1978,Annual Change (%),12.01
756,Kansas,KS,1979,Annual Change (%),10.24
757,Kansas,KS,1980,Annual Change (%),6.82
758,Kansas,KS,1981,Annual Change (%),1.94
759,Kansas,KS,1982,Annual Change (%),2.20
760,Kansas,KS,1983,Annual Change (%),2.82
761,Kansas,KS,1984,Annual Change (%),0.68
762,Kansas,KS,1985,Annual Change (%),0.53
763,Kansas,KS,1986,Annual Change (%),3.14
764,Kansas,KS,1987,Annual Change (%),1.99
765,Kansas,KS,1988,Annual Change (%),0.92
766,Kansas,KS,1989,Annual Change (%),1.41
767,Kansas,KS,1990,Annual Change (%),0.18
768,Kansas,KS,1991,Annual Change (%),0.93
769,Kansas,KS,1992,Annual Change (%),1.90
770,Kansas,KS,1993,Annual Change (%),2.66
771,Kansas,KS,1994,Annual Change (%),5.58
772,Kansas,KS,1995,Annual Change (%),6.44
773,Kansas,KS,1996,Annual Change (%),3.93
774,Kansas,KS,1997,Annual Change (%),4.40
775,Kansas,KS,1998,Annual Change (%),4.08
776,Kansas,KS,1999,Annual Change (%),4.81
777,Kansas,KS,2000,Annual Change (%),5.91
778,Kansas,KS,2001,Annual Change (%),4.75
779,Kansas,KS,2002,Annual Change (%),3.45
780,Kansas,KS,2003,Annual Change (%),1.95
781,Kansas,KS,2004,Annual Change (%),3.95
782,Kansas,KS,2005,Annual Change (%),4.37
783,Kansas,KS,2006,Annual Change (%),3.33
784,Kansas,KS,2007,Annual Change (%),2.18
785,Kansas,KS,2008,Annual Change (%),-0.23
786,Kansas,KS,2009,Annual Change (%),-1.20
787,Kansas,KS,2010,Annual Change (%),-1.13
788,Kansas,KS,2011,Annual Change (%),-1.72
789,Kansas,KS,2012,Annual Change (%),-0.48
790,Kansas,KS,2013,Annual Change (%),0.92
791,Kansas,KS,2014,Annual Change (%),2.80
792,Kansas,KS,2015,Annual Change (%),3.07
793,Kansas,KS,2016,Annual Change (%),3.99
794,Kansas,KS,2017,Annual Change (%),4.40
795,Kansas,KS,2018,Annual Change (%),5.01
796,Kansas,KS,2019,Annual Change (%),3.86
797,Kansas,KS,2020,Annual Change (%),3.74
798,Kansas,KS,2021,Annual Change (%),10.32
799,Kentucky,KY,1975,Annual Change (%),.
800,Kentucky,KY,1976,Annual Change (%),4.04
801,Kentucky,KY,1977,Annual Change (%),9.18
802,Kentucky,KY,1978,Annual Change (%),15.25
803,Kentucky,KY,1979,Annual Change (%),12.32
804,Kentucky,KY,1980,Annual Change (%),5.16
805,Kentucky,KY,1981,Annual Change (%),2.56
806,Kentucky,KY,1982,Annual Change (%),2.14
807,Kentucky,KY,1983,Annual Change (%),2.99
808,Kentucky,KY,1984,Annual Change (%),2.01
809,Kentucky,KY,1985,Annual Change (%),3.20
810,Kentucky,KY,1986,Annual Change (%),3.75
811,Kentucky,KY,1987,Annual Change (%),4.18
812,Kentucky,KY,1988,Annual Change (%),6.13
813,Kentucky,KY,1989,Annual Change (%),4.73
814,Kentucky,KY,1990,Annual Change (%),2.65
815,Kentucky,KY,1991,Annual Change (%),2.77
816,Kentucky,KY,1992,Annual Change (%),2.69
817,Kentucky,KY,1993,Annual Change (%),3.15
818,Kentucky,KY,1994,Annual Change (%),5.28
819,Kentucky,KY,1995,Annual Change (%),6.07
820,Kentucky,KY,1996,Annual Change (%),3.89
821,Kentucky,KY,1997,Annual Change (%),4.33
822,Kentucky,KY,1998,Annual Change (%),3.54
823,Kentucky,KY,1999,Annual Change (%),4.01
824,Kentucky,KY,2000,Annual Change (%),5.01
825,Kentucky,KY,2001,Annual Change (%),4.12
826,Kentucky,KY,2002,Annual Change (%),2.57
827,Kentucky,KY,2003,Annual Change (%),2.39
828,Kentucky,KY,2004,Annual Change (%),4.25
829,Kentucky,KY,2005,Annual Change (%),5.08
830,Kentucky,KY,2006,Annual Change (%),3.26
831,Kentucky,KY,2007,Annual Change (%),2.01
832,Kentucky,KY,2008,Annual Change (%),0.49
833,Kentucky,KY,2009,Annual Change (%),-1.49
834,Kentucky,KY,2010,Annual Change (%),-1.36
835,Kentucky,KY,2011,Annual Change (%),-1.51
836,Kentucky,KY,2012,Annual Change (%),-0.09
837,Kentucky,KY,2013,Annual Change (%),0.57
838,Kentucky,KY,2014,Annual Change (%),1.72
839,Kentucky,KY,2015,Annual Change (%),2.92
840,Kentucky,KY,2016,Annual Change (%),3.81
841,Kentucky,KY,2017,Annual Change (%),4.75
842,Kentucky,KY,2018,Annual Change (%),4.40
843,Kentucky,KY,2019,Annual Change (%),3.99
844,Kentucky,KY,2020,Annual Change (%),3.44
845,Kentucky,KY,2021,Annual Change (%),10.08
846,Louisiana,LA,1975,Annual Change (%),.
847,Louisiana,LA,1976,Annual Change (%),9.91
848,Louisiana,LA,1977,Annual Change (%),10.47
849,Louisiana,LA,1978,Annual Change (%),16.30
850,Louisiana,LA,1979,Annual Change (%),22.39
851,Louisiana,LA,1980,Annual Change (%),8.72
852,Louisiana,LA,1981,Annual Change (%),10.63
853,Louisiana,LA,1982,Annual Change (%),3.27
854,Louisiana,LA,1983,Annual Change (%),0.91
855,Louisiana,LA,1984,Annual Change (%),0.28
856,Louisiana,LA,1985,Annual Change (%),-3.17
857,Louisiana,LA,1986,Annual Change (%),-1.26
858,Louisiana,LA,1987,Annual Change (%),-4.00
859,Louisiana,LA,1988,Annual Change (%),-6.62
860,Louisiana,LA,1989,Annual Change (%),0.74
861,Louisiana,LA,1990,Annual Change (%),1.37
862,Louisiana,LA,1991,Annual Change (%),2.83
863,Louisiana,LA,1992,Annual Change (%),3.88
864,Louisiana,LA,1993,Annual Change (%),4.40
865,Louisiana,LA,1994,Annual Change (%),5.79
866,Louisiana,LA,1995,Annual Change (%),5.03
867,Louisiana,LA,1996,Annual Change (%),4.47
868,Louisiana,LA,1997,Annual Change (%),4.58
869,Louisiana,LA,1998,Annual Change (%),4.17
870,Louisiana,LA,1999,Annual Change (%),3.88
871,Louisiana,LA,2000,Annual Change (%),4.03
872,Louisiana,LA,2001,Annual Change (%),4.52
873,Louisiana,LA,2002,Annual Change (%),3.24
874,Louisiana,LA,2003,Annual Change (%),3.37
875,Louisiana,LA,2004,Annual Change (%),5.12
876,Louisiana,LA,2005,Annual Change (%),6.48
877,Louisiana,LA,2006,Annual Change (%),10.90
878,Louisiana,LA,2007,Annual Change (%),4.63
879,Louisiana,LA,2008,Annual Change (%),0.17
880,Louisiana,LA,2009,Annual Change (%),-1.31
881,Louisiana,LA,2010,Annual Change (%),-1.58
882,Louisiana,LA,2011,Annual Change (%),-1.20
883,Louisiana,LA,2012,Annual Change (%),0.56
884,Louisiana,LA,2013,Annual Change (%),1.27
885,Louisiana,LA,2014,Annual Change (%),2.63
886,Louisiana,LA,2015,Annual Change (%),3.12
887,Louisiana,LA,2016,Annual Change (%),3.16
888,Louisiana,LA,2017,Annual Change (%),2.46
889,Louisiana,LA,2018,Annual Change (%),2.06
890,Louisiana,LA,2019,Annual Change (%),2.23
891,Louisiana,LA,2020,Annual Change (%),2.12
892,Louisiana,LA,2021,Annual Change (%),5.71
893,Maine,ME,1975,Annual Change (%),.
894,Maine,ME,1976,Annual Change (%),-1.59
895,Maine,ME,1977,Annual Change (%),15.86
896,Maine,ME,1978,Annual Change (%),7.57
897,Maine,ME,1979,Annual Change (%),10.90
898,Maine,ME,1980,Annual Change (%),5.73
899,Maine,ME,1981,Annual Change (%),8.62
900,Maine,ME,1982,Annual Change (%),0.42
901,Maine,ME,1983,Annual Change (%),5.98
902,Maine,ME,1984,Annual Change (%),14.46
903,Maine,ME,1985,Annual Change (%),10.79
904,Maine,ME,1986,Annual Change (%),11.79
905,Maine,ME,1987,Annual Change (%),13.16
906,Maine,ME,1988,Annual Change (%),13.30
907,Maine,ME,1989,Annual Change (%),4.59
908,Maine,ME,1990,Annual Change (%),-2.07
909,Maine,ME,1991,Annual Change (%),-3.23
910,Maine,ME,1992,Annual Change (%),-0.88
911,Maine,ME,1993,Annual Change (%),-1.59
912,Maine,ME,1994,Annual Change (%),-1.10
913,Maine,ME,1995,Annual Change (%),0.76
914,Maine,ME,1996,Annual Change (%),2.55
915,Maine,ME,1997,Annual Change (%),2.31
916,Maine,ME,1998,Annual Change (%),3.73
917,Maine,ME,1999,Annual Change (%),5.51
918,Maine,ME,2000,Annual Change (%),9.48
919,Maine,ME,2001,Annual Change (%),8.62
920,Maine,ME,2002,Annual Change (%),8.38
921,Maine,ME,2003,Annual Change (%),6.53
922,Maine,ME,2004,Annual Change (%),11.55
923,Maine,ME,2005,Annual Change (%),11.12
924,Maine,ME,2006,Annual Change (%),4.08
925,Maine,ME,2007,Annual Change (%),0.98
926,Maine,ME,2008,Annual Change (%),-1.22
927,Maine,ME,2009,Annual Change (%),-5.50
928,Maine,ME,2010,Annual Change (%),-3.94
929,Maine,ME,2011,Annual Change (%),-1.92
930,Maine,ME,2012,Annual Change (%),-2.32
931,Maine,ME,2013,Annual Change (%),0.75
932,Maine,ME,2014,Annual Change (%),1.76
933,Maine,ME,2015,Annual Change (%),2.49
934,Maine,ME,2016,Annual Change (%),3.55
935,Maine,ME,2017,Annual Change (%),5.08
936,Maine,ME,2018,Annual Change (%),5.76
937,Maine,ME,2019,Annual Change (%),4.73
938,Maine,ME,2020,Annual Change (%),4.65
939,Maine,ME,2021,Annual Change (%),14.16
940,Maryland,MD,1975,Annual Change (%),.
941,Maryland,MD,1976,Annual Change (%),8.78
942,Maryland,MD,1977,Annual Change (%),6.37
943,Maryland,MD,1978,Annual Change (%),13.28
944,Maryland,MD,1979,Annual Change (%),13.14
945,Maryland,MD,1980,Annual Change (%),9.51
946,Maryland,MD,1981,Annual Change (%),7.93
947,Maryland,MD,1982,Annual Change (%),-3.14
948,Maryland,MD,1983,Annual Change (%),6.72
949,Maryland,MD,1984,Annual Change (%),6.01
950,Maryland,MD,1985,Annual Change (%),5.17
951,Maryland,MD,1986,Annual Change (%),6.60
952,Maryland,MD,1987,Annual Change (%),9.41
953,Maryland,MD,1988,Annual Change (%),14.73
954,Maryland,MD,1989,Annual Change (%),10.14
955,Maryland,MD,1990,Annual Change (%),3.86
956,Maryland,MD,1991,Annual Change (%),1.54
957,Maryland,MD,1992,Annual Change (%),1.22
958,Maryland,MD,1993,Annual Change (%),0.12
959,Maryland,MD,1994,Annual Change (%),0.01
960,Maryland,MD,1995,Annual Change (%),0.52
961,Maryland,MD,1996,Annual Change (%),1.48
962,Maryland,MD,1997,Annual Change (%),0.85
963,Maryland,MD,1998,Annual Change (%),2.13
964,Maryland,MD,1999,Annual Change (%),3.04
965,Maryland,MD,2000,Annual Change (%),6.75
966,Maryland,MD,2001,Annual Change (%),7.72
967,Maryland,MD,2002,Annual Change (%),9.66
968,Maryland,MD,2003,Annual Change (%),7.65
969,Maryland,MD,2004,Annual Change (%),16.69
970,Maryland,MD,2005,Annual Change (%),21.56
971,Maryland,MD,2006,Annual Change (%),12.33
972,Maryland,MD,2007,Annual Change (%),1.84
973,Maryland,MD,2008,Annual Change (%),-5.98
974,Maryland,MD,2009,Annual Change (%),-10.93
975,Maryland,MD,2010,Annual Change (%),-5.27
976,Maryland,MD,2011,Annual Change (%),-4.02
977,Maryland,MD,2012,Annual Change (%),-1.70
978,Maryland,MD,2013,Annual Change (%),1.61
979,Maryland,MD,2014,Annual Change (%),3.33
980,Maryland,MD,2015,Annual Change (%),2.23
981,Maryland,MD,2016,Annual Change (%),2.61
982,Maryland,MD,2017,Annual Change (%),2.89
983,Maryland,MD,2018,Annual Change (%),2.89
984,Maryland,MD,2019,Annual Change (%),2.83
985,Maryland,MD,2020,Annual Change (%),2.55
986,Maryland,MD,2021,Annual Change (%),9.44
987,Massachusetts,MA,1975,Annual Change (%),.
988,Massachusetts,MA,1976,Annual Change (%),6.12
989,Massachusetts,MA,1977,Annual Change (%),3.23
990,Massachusetts,MA,1978,Annual Change (%),11.36
991,Massachusetts,MA,1979,Annual Change (%),13.68
992,Massachusetts,MA,1980,Annual Change (%),12.58
993,Massachusetts,MA,1981,Annual Change (%),17.18
994,Massachusetts,MA,1982,Annual Change (%),5.26
995,Massachusetts,MA,1983,Annual Change (%),6.74
996,Massachusetts,MA,1984,Annual Change (%),21.73
997,Massachusetts,MA,1985,Annual Change (%),20.13
998,Massachusetts,MA,1986,Annual Change (%),17.69
999,Massachusetts,MA,1987,Annual Change (%),12.06
1000,Massachusetts,MA,1988,Annual Change (%),6.33
1001,Massachusetts,MA,1989,Annual Change (%),0.49
1002,Massachusetts,MA,1990,Annual Change (%),-4.17
1003,Massachusetts,MA,1991,Annual Change (%),-5.90
1004,Massachusetts,MA,1992,Annual Change (%),-1.61
1005,Massachusetts,MA,1993,Annual Change (%),-0.88
1006,Massachusetts,MA,1994,Annual Change (%),0.52
1007,Massachusetts,MA,1995,Annual Change (%),2.28
1008,Massachusetts,MA,1996,Annual Change (%),3.25
1009,Massachusetts,MA,1997,Annual Change (%),4.44
1010,Massachusetts,MA,1998,Annual Change (%),5.96
1011,Massachusetts,MA,1999,Annual Change (%),8.56
1012,Massachusetts,MA,2000,Annual Change (%),16.54
1013,Massachusetts,MA,2001,Annual Change (%),11.01
1014,Massachusetts,MA,2002,Annual Change (%),10.55
1015,Massachusetts,MA,2003,Annual Change (%),7.55
1016,Massachusetts,MA,2004,Annual Change (%),10.35
1017,Massachusetts,MA,2005,Annual Change (%),9.78
